fold,mode,k,draw,gamma_rmse,pl0_rmse,source
berlin,residual,50,0,0.4213052007389943,10.184834407607429,gbdt
berlin,bias,50,1,0.42397638202360255,10.294093172273657,gbdt
berlin,residual,50,1,0.41365007943065435,9.929154521429153,gbdt
berlin,bias,50,2,0.43262219848691325,10.392436791225865,gbdt
berlin,residual,50,2,0.42654285051204244,10.244200754534221,gbdt
berlin,bias,50,3,0.42720323910096514,10.264089089117038,gbdt
berlin,residual,50,3,0.42663420915960926,10.208018965897589,gbdt
berlin,bias,50,4,0.4275026508124634,10.273861561874686,gbdt
berlin,residual,50,4,0.416393183684726,9.922975808041048,gbdt
berlin,bias,50,5,0.42933446172037865,10.325519897700742,gbdt
berlin,residual,50,5,0.4314752341393797,10.381421889378734,gbdt
berlin,bias,50,6,0.4289809836697065,10.339100117468654,gbdt
berlin,residual,50,6,0.4187532007298838,10.085771063495365,gbdt
berlin,bias,50,7,0.436620164647471,10.434379567505754,gbdt
berlin,residual,50,7,0.42719422740948815,10.070415103714575,gbdt
berlin,bias,50,8,0.4408320469777133,11.030371794614975,gbdt
berlin,residual,50,8,0.43763344617485955,10.976481535880676,gbdt
berlin,bias,50,9,0.43154111832878833,10.301410235508152,gbdt
berlin,residual,50,9,0.416988771849151,9.948363671710105,gbdt
berlin,bias,100,0,0.42584625940506016,10.431708351013322,gbdt
berlin,residual,100,0,0.41293373326319643,10.16897987027586,gbdt
berlin,bias,100,1,0.42246933778527584,10.17792844009649,gbdt
berlin,residual,100,1,0.40856680720788663,9.692858137330388,gbdt
berlin,bias,100,2,0.4222717100572829,10.221752737619914,gbdt
berlin,residual,100,2,0.41234778819575973,9.926372625230298,gbdt
berlin,bias,100,3,0.42319033203740364,10.185324102003523,gbdt
berlin,residual,100,3,0.4126585628881021,9.89103726538556,gbdt
berlin,bias,100,4,0.42337301949817685,10.233547022811829,gbdt
berlin,residual,100,4,0.4095085984767661,9.768117225498488,gbdt
berlin,bias,100,5,0.433450179340979,10.402460882856396,gbdt
berlin,residual,100,5,0.424630395511713,10.082884219492385,gbdt
berlin,bias,100,6,0.4298007169177869,10.338129045393558,gbdt
berlin,residual,100,6,0.41810359302180505,10.003657815353261,gbdt
berlin,bias,100,7,0.42571509988240486,10.372107430638666,gbdt
berlin,residual,100,7,0.4105474548905211,9.818112981872197,gbdt
berlin,bias,100,8,0.4325969211249855,10.436849880666104,gbdt
berlin,residual,100,8,0.4202990287953769,10.162727118907398,gbdt
berlin,bias,100,9,0.42861804243319956,10.281040326281643,gbdt
berlin,residual,100,9,0.4205141315506831,9.988584780578993,gbdt
chicago,bias,0,0,1.0000379789865106,31.22506763317256,gbdt
chicago,residual,0,0,1.0000379789865106,31.22506763317256,gbdt
chicago,bias,3,0,0.6556285509685323,21.66174334690489,gbdt
chicago,residual,3,0,0.6549175361950281,21.628295460418194,gbdt
chicago,bias,3,1,0.6377591627322625,20.10205552044599,gbdt
chicago,residual,3,1,0.6380150191853605,20.112995474166354,gbdt
chicago,bias,3,2,0.5981835604067088,17.726325569999336,gbdt
chicago,residual,3,2,0.5956259266872331,17.721699691963146,gbdt
chicago,bias,3,3,0.875666065193653,26.647635693953646,gbdt
chicago,residual,3,3,0.8623361024046027,26.347398172837018,gbdt
chicago,bias,3,4,0.6162998866242763,18.033868128027308,gbdt
chicago,residual,3,4,0.6099476606935893,17.75702920346224,gbdt
chicago,bias,3,5,0.6082623431666223,18.241728498903296,gbdt
chicago,residual,3,5,0.6046708321519467,18.265340322043198,gbdt
chicago,bias,3,6,0.5677908568144444,18.137142975724895,gbdt
chicago,residual,3,6,0.5649709091918464,18.037210925987928,gbdt
chicago,bias,3,7,0.5765272772541066,17.439707343208724,gbdt
chicago,residual,3,7,0.5760604072849178,17.41420051671255,gbdt
chicago,bias,3,8,0.6086803489850675,17.470715414136674,gbdt
chicago,residual,3,8,0.6084759830351137,17.46069974258785,gbdt
chicago,bias,3,9,0.5680533802492289,17.5083975577282,gbdt
chicago,residual,3,9,0.5536627242919469,17.220248562821645,gbdt
chicago,bias,5,0,0.5696389984000582,17.443458655016823,gbdt
chicago,residual,5,0,0.5707412005101627,17.346364986623048,gbdt
chicago,bias,5,1,0.5666661914818701,17.42603950562544,gbdt
chicago,residual,5,1,0.5541619563841109,16.827798561686215,gbdt
chicago,bias,5,2,0.627596553268904,18.535191267626384,gbdt
chicago,residual,5,2,0.623140488727182,18.424581758445804,gbdt
chicago,bias,5,3,0.5951259593315879,17.42801397238264,gbdt
chicago,residual,5,3,0.5904688078522787,17.224498567311976,gbdt
chicago,bias,5,4,0.5696936882072574,18.20373975899231,gbdt
chicago,residual,5,4,0.5639324527821129,17.622745590679912,gbdt
chicago,bias,5,5,0.5658348213595858,17.46378321542025,gbdt
chicago,residual,5,5,0.5672099013031193,17.44831885360142,gbdt
chicago,bias,5,6,0.5929603930519429,17.488197510299724,gbdt
chicago,residual,5,6,0.5864700766256397,17.18941420907111,gbdt
chicago,bias,5,7,0.591064648477772,17.45715703407261,gbdt
chicago,residual,5,7,0.5838356050120581,17.140819302929255,gbdt
chicago,bias,5,8,0.5967549944379537,19.25499699364903,gbdt
chicago,residual,5,8,0.596499424819218,19.30930227763394,gbdt
chicago,bias,5,9,0.6007635842670677,20.58413025928612,gbdt
chicago,residual,5,9,0.5960990645495307,20.498222451013348,gbdt
chicago,bias,10,0,0.6100075158598421,18.531292504289677,gbdt
chicago,residual,10,0,0.5955138266514135,17.97046319859763,gbdt
chicago,bias,10,1,0.5832715233526647,18.383335394569514,gbdt
chicago,residual,10,1,0.5958502884750541,18.56044528268928,gbdt
chicago,bias,10,2,0.5741203927047922,18.346281774703908,gbdt
chicago,residual,10,2,0.5616267124148334,18.037203753608566,gbdt
chicago,bias,10,3,0.5827042127037771,17.44570664803689,gbdt
chicago,residual,10,3,0.5526947853601464,16.674460121644046,gbdt
chicago,bias,10,4,0.6105535991445167,18.508290503562225,gbdt
chicago,residual,10,4,0.5987455020411471,17.946519416650254,gbdt
chicago,bias,10,5,0.630910527641112,18.856989900756467,gbdt
chicago,residual,10,5,0.6261007554307525,18.78018101578023,gbdt
chicago,bias,10,6,0.5679367834383415,17.46039724270676,gbdt
chicago,residual,10,6,0.5451361206084681,16.627410071748447,gbdt
chicago,bias,10,7,0.6167617984236613,18.114500222637346,gbdt
chicago,residual,10,7,0.6067507097653795,17.654325772067725,gbdt
chicago,bias,10,8,0.567860945624566,17.62802987694351,gbdt
chicago,residual,10,8,0.5526736747629751,17.059581674230348,gbdt
chicago,bias,10,9,0.5661142315476593,17.702989332586448,gbdt
chicago,residual,10,9,0.5519842113510821,17.271582937936227,gbdt
chicago,bias,25,0,0.5734685846781238,17.808037034869376,gbdt
chicago,residual,25,0,0.5472012809497813,16.79762736221787,gbdt
chicago,bias,25,1,0.5773984755604824,17.414296826793414,gbdt
chicago,residual,25,1,0.5619347275764047,16.540873002577626,gbdt
chicago,bias,25,2,0.5693864534792785,17.954328614236516,gbdt
chicago,residual,25,2,0.5479454116558375,17.062171437830244,gbdt
chicago,bias,25,3,0.571456392424738,17.673315698220687,gbdt
chicago,residual,25,3,0.5506464970873604,16.784507514316317,gbdt
chicago,bias,25,4,0.575410385100375,17.549520308134394,gbdt
chicago,residual,25,4,0.5565159334534757,16.44900411225748,gbdt
chicago,bias,25,5,0.5765249002755735,17.706307616765034,gbdt
chicago,residual,25,5,0.543824080181869,16.431610093606213,gbdt
chicago,bias,25,6,0.5745179270327412,17.896726427844552,gbdt
chicago,residual,25,6,0.5463611751906358,16.61072500656018,gbdt
chicago,bias,25,7,0.5664539618787081,17.473768241756606,gbdt
chicago,residual,25,7,0.5424707156247481,16.59229876851716,gbdt
chicago,bias,25,8,0.597555832825066,17.537774344012877,gbdt
chicago,residual,25,8,0.5696089201765199,16.349187479819964,gbdt
chicago,bias,25,9,0.5758895934446724,17.371592200056245,gbdt
chicago,residual,25,9,0.5369586254090073,16.18926690690611,gbdt
chicago,bias,50,0,0.5763991173881753,17.67893950082744,gbdt
chicago,residual,50,0,0.5572300833957786,16.810760783051784,gbdt
chicago,bias,50,1,0.5701025248678117,17.472568045388016,gbdt
chicago,residual,50,1,0.5295150863281831,16.10025389298882,gbdt
chicago,bias,50,2,0.59252523096153,17.988401968029972,gbdt
chicago,residual,50,2,0.5578648817123564,16.518497307905164,gbdt
chicago,bias,50,3,0.5726667095619344,17.45130500576551,gbdt
chicago,residual,50,3,0.5403555554572863,16.244312407045875,gbdt
chicago,bias,50,4,0.5681076208199902,17.518323627902312,gbdt
chicago,residual,50,4,0.542285668194343,16.574485740221597,gbdt
chicago,bias,50,5,0.5773358587338824,17.782588887932025,gbdt
chicago,residual,50,5,0.5569508630612426,16.82887102953482,gbdt
chicago,bias,50,6,0.5650888733732622,17.400317093810553,gbdt
chicago,residual,50,6,0.5201082241470665,15.90773991208604,gbdt
chicago,bias,50,7,0.5674650172446567,17.424415695108934,gbdt
chicago,residual,50,7,0.53130071609442,16.107824284344236,gbdt
chicago,bias,50,8,0.5694769172286236,17.51412402709487,gbdt
chicago,residual,50,8,0.5420745497320776,16.544173199848444,gbdt
chicago,bias,50,9,0.5712626497214206,17.408342060563655,gbdt
chicago,residual,50,9,0.5277035456175383,15.876421515265484,gbdt
chicago,bias,100,0,0.5646325381011418,17.434768485720678,gbdt
chicago,residual,100,0,0.5150108505937842,15.695097507851745,gbdt
chicago,bias,100,1,0.564182792941002,17.425496868570672,gbdt
chicago,residual,100,1,0.512389384200133,15.621510241407082,gbdt
chicago,bias,100,2,0.5666092146151345,17.510833733538767,gbdt
chicago,residual,100,2,0.5180508680318637,15.88319544884388,gbdt
chicago,bias,100,3,0.5620341235098307,17.323014991344305,gbdt
chicago,residual,100,3,0.5117125706879612,15.394367591833104,gbdt
chicago,bias,100,4,0.5672721092653659,17.418903388201446,gbdt
chicago,residual,100,4,0.530665615420741,15.995312646618235,gbdt
chicago,bias,100,5,0.5707623449763584,17.505114134754418,gbdt
chicago,residual,100,5,0.5167101660913985,15.585157510811745,gbdt
chicago,bias,100,6,0.5736731742966683,17.699440117925782,gbdt
chicago,residual,100,6,0.5242801242734021,15.909111082442296,gbdt
chicago,bias,100,7,0.5687829687400957,17.459950527647283,gbdt
chicago,residual,100,7,0.5156062591096667,15.589624524731018,gbdt
chicago,bias,100,8,0.5706674928984801,17.59320590174916,gbdt
chicago,residual,100,8,0.5288499994077067,16.011973088760108,gbdt
chicago,bias,100,9,0.5667975560595833,17.49244355294666,gbdt
chicago,residual,100,9,0.5204018891680725,15.867869854446646,gbdt
hamburg,bias,0,0,0.6321631351204352,16.49269153653314,gbdt
hamburg,residual,0,0,0.6321631351204352,16.49269153653314,gbdt
hamburg,bias,3,0,0.5140185389167968,12.549947740334481,gbdt
hamburg,residual,3,0,0.5160082217693602,12.603060789937762,gbdt
hamburg,bias,3,1,0.559052498964972,12.168559887913569,gbdt
hamburg,residual,3,1,0.549807839983626,12.034049264291088,gbdt
hamburg,bias,3,2,0.6050941826513085,14.599607875268704,gbdt
hamburg,residual,3,2,0.6011285847881465,14.573100802969547,gbdt
hamburg,bias,3,3,0.6964002574577783,15.632074078551119,gbdt
hamburg,residual,3,3,0.6720107658727885,15.066083882062902,gbdt
hamburg,bias,3,4,0.5529422896626923,11.999985860769835,gbdt
hamburg,residual,3,4,0.5551842730692024,12.097873375266277,gbdt
hamburg,bias,3,5,0.667387511216609,12.506066738317823,gbdt
hamburg,residual,3,5,0.6664236732688316,12.470061174828277,gbdt
hamburg,bias,3,6,0.6399374433964637,14.506186298650684,gbdt
hamburg,residual,3,6,0.6411420004847044,14.590001061676933,gbdt
hamburg,bias,3,7,0.5179705829130775,12.148942962063815,gbdt
hamburg,residual,3,7,0.5201748630924441,12.216883566832053,gbdt
hamburg,bias,3,8,0.5206437972113676,12.159294514796235,gbdt
hamburg,residual,3,8,0.519402170496433,12.144820494929553,gbdt
hamburg,bias,3,9,0.5127863397236941,13.132378110828542,gbdt
hamburg,residual,3,9,0.5128736936111759,13.064108714825178,gbdt
hamburg,bias,5,0,0.525651647106246,14.37872990333478,gbdt
hamburg,residual,5,0,0.5203406423601898,14.39760836113542,gbdt
hamburg,bias,5,1,0.5194142524010885,12.269060472563353,gbdt
hamburg,residual,5,1,0.5191742925379926,12.250356500613828,gbdt
hamburg,bias,5,2,0.5153518271981373,13.694183436935306,gbdt
hamburg,residual,5,2,0.5120795544336879,13.452568444419418,gbdt
hamburg,bias,5,3,0.5143655030390084,12.607281407357098,gbdt
hamburg,residual,5,3,0.5161125306270501,12.635588176231334,gbdt
hamburg,bias,5,4,0.5116059882068702,12.011000474864181,gbdt
hamburg,residual,5,4,0.5120926560518813,12.039439201758325,gbdt
hamburg,bias,5,5,0.584808223564032,12.768157433964243,gbdt
hamburg,residual,5,5,0.5748552999203833,12.574879711947377,gbdt
hamburg,bias,5,6,0.5106472060340543,12.224427513931069,gbdt
hamburg,residual,5,6,0.5047955152486979,12.133459370979423,gbdt
hamburg,bias,5,7,0.5350235049740898,12.53437027001513,gbdt
hamburg,residual,5,7,0.534656017676375,12.529524385117078,gbdt
hamburg,bias,5,8,0.6030427471292563,12.855547832050826,gbdt
hamburg,residual,5,8,0.6182286801356238,12.951381270643214,gbdt
hamburg,bias,5,9,0.883537414680874,20.933919120465358,gbdt
hamburg,residual,5,9,0.8813245387963973,20.88699773984416,gbdt
hamburg,bias,10,0,0.5109995453720222,12.185570637685116,gbdt
hamburg,residual,10,0,0.5110414416564123,12.13700839813021,gbdt
hamburg,bias,10,1,0.5177109448797316,12.006463594340183,gbdt
hamburg,residual,10,1,0.502972617142748,11.757030065713323,gbdt
hamburg,bias,10,2,0.5671023039716552,12.87398218805454,gbdt
hamburg,residual,10,2,0.561938197416025,12.795828500350066,gbdt
hamburg,bias,10,3,0.5079111656765322,12.031142212582704,gbdt
hamburg,residual,10,3,0.49405683467586775,11.818645577332665,gbdt
hamburg,bias,10,4,0.5685322541656523,13.727777555952901,gbdt
hamburg,residual,10,4,0.5674851429415494,13.755852255678763,gbdt
hamburg,bias,10,5,0.5348169801763396,13.381229941048725,gbdt
hamburg,residual,10,5,0.5252745277177442,13.205915826782748,gbdt
hamburg,bias,10,6,0.599901334577325,14.34300611852445,gbdt
hamburg,residual,10,6,0.5902897733113767,13.733570835252333,gbdt
hamburg,bias,10,7,0.5225753370723702,12.046280688326597,gbdt
hamburg,residual,10,7,0.5234408273505119,12.154379086948932,gbdt
hamburg,bias,10,8,0.5138108088646264,11.99735886363893,gbdt
hamburg,residual,10,8,0.4986661507979459,11.713598396351255,gbdt
hamburg,bias,10,9,0.578870737535053,12.688224986128805,gbdt
hamburg,residual,10,9,0.574747402592163,12.616126278397129,gbdt
hamburg,bias,25,0,0.5102418751872105,12.009800366954828,gbdt
hamburg,residual,25,0,0.49787327419090327,11.83318403511069,gbdt
hamburg,bias,25,1,0.5161668839401917,12.217341150574642,gbdt
hamburg,residual,25,1,0.5047609884044034,12.104810606388456,gbdt
hamburg,bias,25,2,0.5310096125357159,12.218859677267346,gbdt
hamburg,residual,25,2,0.5128399383195298,11.935485339203527,gbdt
hamburg,bias,25,3,0.517118447924335,12.005324820136215,gbdt
hamburg,residual,25,3,0.4955436433146824,11.654226366498202,gbdt
hamburg,bias,25,4,0.5101354080451985,12.023149571843783,gbdt
hamburg,residual,25,4,0.48601423228220314,11.654524205722048,gbdt
hamburg,bias,25,5,0.5400471222665418,12.8526898355869,gbdt
hamburg,residual,25,5,0.5328402863029427,12.36541380128843,gbdt
hamburg,bias,25,6,0.5113054055000277,12.017820332662053,gbdt
hamburg,residual,25,6,0.4915040774545888,11.636539691578529,gbdt
hamburg,bias,25,7,0.5136671436863545,12.023258722961952,gbdt
hamburg,residual,25,7,0.49250328390027315,11.67134536090414,gbdt
hamburg,bias,25,8,0.5096655327299905,12.034659164457386,gbdt
hamburg,residual,25,8,0.495727598031935,11.830127837634777,gbdt
hamburg,bias,25,9,0.5134582380912142,12.126304834529693,gbdt
hamburg,residual,25,9,0.4906028219567085,11.687764297461044,gbdt
hamburg,bias,50,0,0.5082329237200489,11.99087904804437,gbdt
hamburg,residual,50,0,0.48035741292398726,11.432422955569653,gbdt
hamburg,bias,50,1,0.5097598652077577,11.992095895239752,gbdt
hamburg,residual,50,1,0.484268234549168,11.498698721430925,gbdt
hamburg,bias,50,2,0.5120464565833762,12.035743916612347,gbdt
hamburg,residual,50,2,0.48243295926731966,11.306746630093077,gbdt
hamburg,bias,50,3,0.5199986644795929,12.12301091296281,gbdt
hamburg,residual,50,3,0.48674383797195786,11.32478272250656,gbdt
hamburg,bias,50,4,0.5154999043635099,12.138222258223173,gbdt
hamburg,residual,50,4,0.4925972869099209,11.778596259795645,gbdt
hamburg,bias,50,5,0.5137098486281557,12.237429626410147,gbdt
hamburg,residual,50,5,0.4835624406936717,11.697226279188538,gbdt
hamburg,bias,50,6,0.5030949480911486,11.842547172002678,gbdt
hamburg,residual,50,6,0.4654912276107126,11.101074180829372,gbdt
hamburg,bias,50,7,0.5154099875066784,12.118555583387359,gbdt
hamburg,residual,50,7,0.4858569139870686,11.4616255856127,gbdt
hamburg,bias,50,8,0.5317032040161427,12.229612328123194,gbdt
hamburg,residual,50,8,0.5039696752032524,11.661414440438781,gbdt
hamburg,bias,50,9,0.5117192579468656,12.095012576452046,gbdt
hamburg,residual,50,9,0.4794585893020249,11.348499484567588,gbdt
hamburg,bias,100,0,0.5095167838403071,11.961153940200713,gbdt
hamburg,residual,100,0,0.46129378579996966,10.899006403803309,gbdt
hamburg,bias,100,1,0.5098423463897594,12.036997481258599,gbdt
hamburg,residual,100,1,0.47054713728652675,11.305823224583568,gbdt
hamburg,bias,100,2,0.508954113255927,11.937929607976692,gbdt
hamburg,residual,100,2,0.4596025545681656,10.883123827138123,gbdt
hamburg,bias,100,3,0.512882140149537,12.089602110617859,gbdt
hamburg,residual,100,3,0.47460220887300736,11.28693691596036,gbdt
hamburg,bias,100,4,0.507489493297076,11.964111130413823,gbdt
hamburg,residual,100,4,0.46405893709450613,11.101905301032465,gbdt
hamburg,bias,100,5,0.5305398133538058,12.528642688521177,gbdt
hamburg,residual,100,5,0.4882530682135866,11.684984245579267,gbdt
hamburg,bias,100,6,0.51022190534374,12.042957478094051,gbdt
hamburg,residual,100,6,0.46981498682028483,11.253727749322012,gbdt
hamburg,bias,100,7,0.5092359432813831,12.01390676984935,gbdt
hamburg,residual,100,7,0.46259661916797884,10.935287500828318,gbdt
hamburg,bias,100,8,0.505452822307474,11.917303826639568,gbdt
hamburg,residual,100,8,0.4583928679251397,10.988369692766776,gbdt
hamburg,bias,100,9,0.5099968213008561,12.036013267317768,gbdt
hamburg,residual,100,9,0.46466879959114893,11.117854497768906,gbdt
london,bias,0,0,0.4025898702945417,10.170508378295075,gbdt
london,residual,0,0,0.4025898702945417,10.170508378295075,gbdt
london,bias,3,0,0.4272308682069829,12.644008531049813,gbdt
london,residual,3,0,0.42163945581293555,12.351198410365901,gbdt
london,bias,3,1,0.40672742301930614,11.101437260037235,gbdt
london,residual,3,1,0.40590973745956704,11.07647549660516,gbdt
london,bias,3,2,0.5193139437913693,10.970358808059588,gbdt
london,residual,3,2,0.5155525307486567,10.792053645744259,gbdt
london,bias,3,3,0.3973036556316803,10.201287534254266,gbdt
london,residual,3,3,0.3973850832247375,10.214146273787742,gbdt
london,bias,3,4,0.425527544515375,10.394982599405258,gbdt
london,residual,3,4,0.42425409615338117,10.378891143380955,gbdt
london,bias,3,5,0.4032762847680021,10.29048221558213,gbdt
london,residual,3,5,0.40441475912805164,10.296485817204536,gbdt
london,bias,3,6,0.4940123335280391,13.906766719477304,gbdt
london,residual,3,6,0.49490293491588827,13.998042169169501,gbdt
london,bias,3,7,0.5375478248438684,10.618868110320134,gbdt
london,residual,3,7,0.5411150524480465,10.530321149248904,gbdt
london,bias,3,8,0.47969206005120285,12.986260498610793,gbdt
london,residual,3,8,0.4773366833669022,13.040305847432505,gbdt
london,bias,3,9,0.4820670001155766,12.435994590084622,gbdt
london,residual,3,9,0.48166473994675363,12.42237012784499,gbdt
london,bias,5,0,0.4709512379855952,12.010382305860414,gbdt
london,residual,5,0,0.46059760309979514,11.78816096531886,gbdt
london,bias,5,1,0.39720964285947513,10.426314836919985,gbdt
london,residual,5,1,0.3967997111863666,10.408255455664863,gbdt
london,bias,5,2,0.42651164297039995,11.377368112291583,gbdt
london,residual,5,2,0.42827068574477123,11.357309516663022,gbdt
london,bias,5,3,0.40249807224503387,11.04918858087575,gbdt
london,residual,5,3,0.3999206256531765,10.898046806533282,gbdt
london,bias,5,4,0.3973293124536681,10.183897356672153,gbdt
london,residual,5,4,0.39580692380195526,10.190035523124195,gbdt
london,bias,5,5,0.5872424198721402,11.408656378783038,gbdt
london,residual,5,5,0.5860229555242735,11.403386612432257,gbdt
london,bias,5,6,0.6088352108345438,10.6309732098738,gbdt
london,residual,5,6,0.6276388935731049,10.807583124264845,gbdt
london,bias,5,7,0.4052801182963726,10.257192549238432,gbdt
london,residual,5,7,0.4033849531791923,10.230790106895459,gbdt
london,bias,5,8,0.41335806564454475,10.421850437630031,gbdt
london,residual,5,8,0.4126823800846553,10.419801657780344,gbdt
london,bias,5,9,0.4584002174806705,12.972423025122787,gbdt
london,residual,5,9,0.46151856867091234,12.919947288156884,gbdt
london,bias,10,0,0.41121825942560536,10.249165909214012,gbdt
london,residual,10,0,0.4079662058707195,10.079737732510194,gbdt
london,bias,10,1,0.39894949548548286,10.23300775991199,gbdt
london,residual,10,1,0.39984001944463265,10.339339608955338,gbdt
london,bias,10,2,0.40376572797725846,10.176166553115111,gbdt
london,residual,10,2,0.4039304611985721,10.246705414202662,gbdt
london,bias,10,3,0.40823735814940926,10.2445685599465,gbdt
london,residual,10,3,0.40333368876725784,9.963457166983538,gbdt
london,bias,10,4,0.41894799572496644,10.329186335068224,gbdt
